City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,la paz,-16.5,-68.15,15.99,41,75,7.72,BO,1680377813
84,borisoglebsk,51.3671,42.0849,5.31,85,41,1.86,RU,1680378095
85,srednekolymsk,67.45,153.6833,-25.62,99,100,2.9,RU,1680378095
86,airai,-8.9266,125.4092,15.38,95,100,0.8,TL,1680378095
87,punta arenas,-53.15,-70.9167,12.06,54,20,11.32,CL,1680377875
88,hithadhoo,-0.6,73.0833,27.8,71,100,2.22,MV,1680378096
89,saint-paul-les-dax,43.7272,-1.0516,12.29,84,53,4.12,FR,1680378096
90,nicoya,10.1483,-85.452,33.86,38,61,6.56,CR,1680377566
91,buenaventura,3.8801,-77.0312,29.04,74,65,2.67,CO,1680378094
92,neuquen,-38.9516,-68.0591,26.94,26,0,1.54,AR,1680378096
93,hobyo,5.3505,48.5268,28.69,75,93,6.1,SO,1680378096
94,muravlenko,63.7898,74.523,1.11,85,100,10.97,RU,1680378097
95,klaksvik,62.2266,-6.589,6.51,90,98,8.86,FO,1680378097
96,lakselv,70.0513,24.9718,-3.1,74,100,7.2,NO,1680378097
97,motygino,58.1831,94.7592,-22.19,100,28,0.5,RU,1680378097
98,port elizabeth,-33.918,25.5701,20.16,89,0,4.63,ZA,1680378097
99,stromness,58.965,-3.296,4.93,79,20,4.47,GB,1680378097
100,clyde river,70.4692,-68.5914,-21.87,77,20,5.66,CA,1680378033
101,alta floresta,-9.8756,-56.0861,25.9,94,40,1.03,BR,1680378098
102,maarianhamina,60.0973,19.9348,1.01,69,0,3.6,AX,1680378098
103,svetlogorsk,52.6333,29.7333,8.37,95,100,5.27,BY,1680378099
104,kruisfontein,-34.0033,24.7314,15.42,69,1,2.53,ZA,1680378099
105,truro,50.2653,-5.0544,12.13,83,75,7.2,GB,1680378099
106,san quintin,30.4833,-115.95,16.55,64,0,6.54,MX,1680378100
107,yulara,-25.2406,130.9889,14.88,79,20,3.08,AU,1680378100
108,tabas,33.5959,56.9244,19.12,12,79,4.12,IR,1680378101
109,faya,18.3851,42.4509,16.06,78,94,3.02,SA,1680378101
110,saint george,37.1041,-113.5841,16.91,33,0,2.24,US,1680378102
111,mahajanga,-15.7167,46.3167,28.01,83,20,1.54,MG,1680378102
112,panama city,8.9936,-79.5197,34.97,44,20,6.69,PA,1680378034
113,pangnirtung,66.1451,-65.7125,-11.0,48,75,0.0,CA,1680378102
114,tasiilaq,65.6145,-37.6368,-0.91,85,100,1.62,GL,1680378103
115,college,64.8569,-147.8028,-5.52,59,75,0.0,US,1680377935
116,san andres,12.5847,-81.7006,30.01,66,100,8.23,CO,1680378043
117,karratha,-20.7377,116.8463,27.36,73,79,2.31,AU,1680378103
118,hilo,19.7297,-155.09,27.93,77,75,2.06,US,1680378033
119,acari,-15.4311,-74.6158,27.87,70,73,4.61,PE,1680378104
120,norman wells,65.282,-126.8329,-11.98,72,100,1.03,CA,1680378104
121,farafangana,-22.8167,47.8333,24.64,82,100,0.8,MG,1680378104
122,zakamensk,50.3741,103.2863,-13.67,59,100,4.29,RU,1680378104
123,lagos,6.5833,3.75,29.18,79,90,2.32,NG,1680378058
124,marsh harbour,26.5412,-77.0636,24.9,75,28,6.59,BS,1680378105
125,daoukro,7.0591,-3.9631,28.17,59,100,1.02,CI,1680378105
126,arman,59.7,150.1667,-3.32,97,100,1.15,RU,1680378105
127,gandu,-13.7439,-39.4867,27.11,69,5,2.95,BR,1680377963
128,litovko,49.2361,135.1742,1.67,73,99,0.17,RU,1680378105
129,campbell river,50.0163,-125.2446,8.66,65,75,2.57,CA,1680378049
130,upernavik,72.7868,-56.1549,-26.87,96,39,4.97,GL,1680378106
131,montepuez,-13.1256,38.9997,20.62,95,100,1.99,MZ,1680378106
132,luau,-10.7073,22.2247,18.12,97,94,1.63,AO,1680378106
133,jalu,29.0331,21.5482,21.53,16,0,3.07,LY,1680378106
134,adrar,20.5022,-10.0711,28.28,6,0,4.09,MR,1680378106
135,lasa,46.6166,10.7002,8.49,88,100,2.05,IT,1680378107
136,tuatapere,-46.1333,167.6833,10.5,87,100,5.77,NZ,1680378107
137,buraydah,26.326,43.975,20.25,17,65,3.96,SA,1680378107
138,sioux lookout,50.1001,-91.917,0.04,29,20,3.09,CA,1680378107
139,ust-ilimsk,58.0006,102.6619,-19.14,100,55,0.71,RU,1680378108
140,hamilton,39.1834,-84.5333,7.71,63,100,13.89,US,1680378030
141,dulovo,43.8167,27.15,11.42,94,100,7.15,BG,1680378108
142,uruzgan,32.8333,66.0,13.11,48,6,2.09,AF,1680378108
143,morristown,36.214,-83.2949,25.39,19,0,15.43,US,1680378079
144,sur,22.5667,59.5289,26.68,62,5,4.32,OM,1680378109
145,mogadishu,2.0371,45.3438,27.7,75,18,6.51,SO,1680378028
146,beira,-19.8436,34.8389,26.05,83,20,3.6,MZ,1680378109
147,bhakkar,31.6253,71.0657,19.63,71,24,2.42,PK,1680378109
148,daru,-9.0763,143.2092,25.8,86,37,2.15,PG,1680378110
149,kununurra,-15.7667,128.7333,24.99,88,5,1.54,AU,1680378110
150,aringay,16.4,120.4,25.35,83,100,1.85,PH,1680378110
151,sao filipe,14.8961,-24.4956,26.59,57,0,1.9,CV,1680378110
152,gat,31.61,34.7642,14.34,100,0,1.97,IL,1680378110
153,saint-philippe,-21.3585,55.7679,25.77,82,45,5.25,RE,1680378111
154,golden,39.7555,-105.2211,18.72,18,20,3.6,US,1680377973
155,pecos,31.4229,-103.4932,24.58,6,0,0.0,US,1680378111
156,maragogi,-9.0122,-35.2225,26.44,78,71,3.35,BR,1680377996
157,mlonggo,-6.5333,110.7,24.85,81,100,0.39,ID,1680378113
158,dwarahat,29.7833,79.4333,8.93,90,94,1.16,IN,1680378113
159,eha amufu,6.6592,7.7596,29.23,56,100,3.42,NG,1680378114
160,margate,51.3813,1.3862,8.83,87,100,4.02,GB,1680378114
161,derzhavinsk,51.1,66.3167,1.16,58,0,7.22,KZ,1680378114
162,tiksi,71.6872,128.8694,-18.22,81,93,10.92,RU,1680378114
163,fortuna,40.5982,-124.1573,11.63,91,100,0.45,US,1680378115
164,kuryk,43.2,51.65,6.17,84,100,8.67,KZ,1680378115
165,vila franca do campo,37.7167,-25.4333,18.23,86,100,6.43,PT,1680378115
166,monte alegre,-2.0078,-54.0692,27.3,81,100,2.34,BR,1680377793
167,half moon bay,37.4636,-122.4286,18.36,59,0,2.57,US,1680377903
168,ayan,56.45,138.1667,-5.93,94,98,1.85,RU,1680378116
169,suntar,62.1444,117.6319,-27.81,100,42,1.39,RU,1680378116
170,bilma,18.6853,12.9164,25.23,6,63,2.9,NE,1680378116
171,alofi,-19.0595,-169.9187,26.94,83,80,6.17,NU,1680378116
172,hasaki,35.7333,140.8333,13.45,55,79,5.73,JP,1680378117
173,nago,26.5881,127.9761,20.25,83,93,9.2,JP,1680378117
174,pevek,69.7008,170.3133,-23.61,96,100,5.38,RU,1680378117
175,szabadbattyan,47.119,18.3682,11.05,70,100,8.31,HU,1680378117
176,aklavik,68.2191,-135.0107,-16.0,60,20,0.0,CA,1680378118
177,birin,26.8865,88.0718,10.83,87,100,1.31,NP,1680378118
178,petropavlovsk-kamchatskiy,53.0452,158.6483,-4.01,74,0,3.0,RU,1680378118
179,marsa matruh,31.3525,27.2453,17.11,55,0,2.57,EG,1680378118
180,luderitz,-26.6481,15.1594,16.45,90,11,2.11,NA,1680378119
181,vardo,70.3705,31.1107,-3.01,86,100,11.83,NO,1680378119
182,belmonte,-15.8631,-38.8828,27.21,71,0,4.86,BR,1680378120
183,caravelas,-17.7125,-39.2481,27.43,72,0,3.93,BR,1680378120
184,tumut,-35.3,148.2167,8.54,86,6,2.21,AU,1680378120
185,east london,-33.0153,27.9116,21.8,81,97,5.2,ZA,1680378120
186,tonj,7.2737,28.6822,29.4,34,59,1.97,SS,1680378120
187,lenoir city,35.7973,-84.256,25.27,35,0,1.34,US,1680378094
188,vostok,46.4856,135.8833,-3.03,81,1,1.98,RU,1680378121
189,lebu,-37.6167,-73.65,16.77,79,98,4.53,CL,1680378121
190,monopoli,40.9559,17.2896,15.95,75,95,2.39,IT,1680378121
191,nikolskoye,59.7035,30.7861,0.94,96,100,2.46,RU,1680378121
192,zyryanka,65.75,150.85,-19.75,98,100,6.69,RU,1680378122
193,mar del plata,-38.0023,-57.5575,20.01,54,0,4.63,AR,1680378087
194,lac-megantic,45.5834,-70.8823,4.17,100,90,5.19,CA,1680378122
195,bathsheba,13.2167,-59.5167,29.34,61,40,9.77,BB,1680378122
196,iracoubo,5.4802,-53.2011,26.25,76,84,5.12,GF,1680378123
197,wanning,18.8003,110.3967,24.74,88,61,3.44,CN,1680378123
198,freeport,40.6576,-73.5832,22.95,82,100,6.17,US,1680378123
199,beringovskiy,63.05,179.3167,-8.49,65,92,12.4,RU,1680378124
200,bambanglipuro,-7.95,110.2833,24.56,84,100,1.7,ID,1680378124
201,burgeo,47.6167,-57.6152,0.6,82,100,6.54,CA,1680378124
202,narsaq,60.9167,-46.05,1.12,77,81,0.98,GL,1680378125
203,zaigrayevo,51.8336,108.2703,-8.71,65,100,2.16,RU,1680378125
204,konstancin-jeziorna,52.0938,21.1176,8.46,87,75,5.66,PL,1680378125
205,henties bay,-22.116,14.2845,16.14,89,5,3.39,NA,1680378125
206,bubaque,11.2833,-15.8333,25.32,75,0,8.38,GW,1680378126
207,batticaloa,7.7102,81.6924,25.69,85,2,2.92,LK,1680378126
208,zimovniki,47.1483,42.4633,7.78,59,100,2.69,RU,1680378126
209,torbay,47.6666,-52.7314,5.42,50,40,8.23,CA,1680378127
210,tsalka,41.5946,44.0891,-0.87,79,100,2.19,GE,1680378127
211,touros,-5.1989,-35.4608,27.13,76,100,5.65,BR,1680378127
212,evensk,61.95,159.2333,-6.11,95,100,3.13,RU,1680378127
213,bartica,6.4,-58.6167,31.18,63,99,2.84,GY,1680378128
214,emerald,-23.5333,148.1667,20.38,75,91,3.55,AU,1680378128
215,arlit,18.7369,7.3853,25.54,7,1,5.39,NE,1680378128
216,flinders,-34.5833,150.8552,15.66,89,96,0.89,AU,1680378128
217,concordia,-31.393,-58.0209,22.1,50,0,1.79,AR,1680378060
218,rawson,-43.3002,-65.1023,24.81,29,55,7.91,AR,1680378129
219,ingham,42.6,-84.3833,4.24,81,100,6.17,US,1680378129
220,buchanan,5.8808,-10.0467,26.61,84,81,1.66,LR,1680378035
221,murray,40.6669,-111.888,13.27,37,75,11.83,US,1680377853
222,nalut,30.3333,10.85,22.08,13,0,2.27,LY,1680378130
223,oistins,13.0667,-59.5333,29.05,61,40,9.77,BB,1680378130
224,saldanha,-33.0117,17.9442,17.03,86,0,5.24,ZA,1680378130
225,phan thiet,10.9333,108.1,22.98,83,67,1.63,VN,1680378130
226,sorland,67.667,12.6934,1.92,57,17,5.86,NO,1680378130
227,zhigansk,66.7697,123.3711,-26.27,100,92,4.18,RU,1680378131
228,neryungri,56.6709,124.6491,-15.9,90,100,4.81,RU,1680378131
229,souillac,-20.5167,57.5167,26.21,83,20,3.09,MU,1680378131
230,peachland,49.7665,-119.7357,9.66,36,99,4.86,CA,1680378131
231,sabang,5.8933,95.3214,27.78,75,98,2.74,ID,1680378131
232,kumluca,36.3703,30.2869,14.71,87,57,2.02,TR,1680378132
233,leningradskiy,69.3833,178.4167,-16.07,92,100,12.51,RU,1680378132
234,latung,5.5,120.8833,26.73,81,100,6.0,PH,1680378132
235,beyneu,45.3167,55.2,14.37,29,100,5.98,KZ,1680378132
236,novyy urengoy,66.0833,76.6333,0.87,96,100,8.21,RU,1680378133
237,north augusta,33.5018,-81.9651,26.3,67,20,5.66,US,1680378020
238,tamworth,52.634,-1.6959,9.4,83,100,4.52,GB,1680378134
239,poum,-20.2333,164.0167,25.5,75,1,0.62,NC,1680378134
240,chuy,-33.6971,-53.4616,20.22,55,15,4.74,UY,1680378135
241,najran,17.4924,44.1277,25.36,39,35,2.08,SA,1680378135
242,bainbridge,47.6262,-122.5212,9.59,75,75,5.14,US,1680378055
243,isangel,-19.55,169.2667,26.56,83,1,1.73,VU,1680378136
244,tuktoyaktuk,69.4541,-133.0374,-22.0,64,0,5.66,CA,1680378136
245,palmer,42.1584,-72.3287,18.41,80,100,3.58,US,1680378136
246,bara,10.3744,10.7288,29.14,13,37,3.9,NG,1680378137
247,itarema,-2.9248,-39.9167,26.92,79,100,3.32,BR,1680378137
248,vestmannaeyjar,63.4427,-20.2734,5.61,64,100,10.63,IS,1680378137
249,constitucion,-35.3333,-72.4167,21.03,58,24,7.66,CL,1680378137
250,padang,-0.9492,100.3543,24.35,87,100,1.44,ID,1680378137
251,garmsar,35.2182,52.3409,11.14,28,0,6.23,IR,1680378138
252,koygorodok,60.445,50.9968,1.85,85,100,3.94,RU,1680378138
253,belomorsk,64.5232,34.7668,-10.57,95,28,2.09,RU,1680378138
254,palembang,-2.9167,104.7458,23.05,100,100,0.0,ID,1680378139
255,warwick,41.7001,-71.4162,15.37,91,100,9.77,US,1680378139
256,suoyarvi,62.0833,32.35,-4.53,97,99,2.3,RU,1680378139
257,isla vista,34.4133,-119.861,21.28,66,0,3.09,US,1680378139
258,calamar,10.2511,-74.9146,38.42,28,100,4.81,CO,1680378139
259,sabzevar,36.2126,57.6819,11.96,52,58,1.03,IR,1680378139
260,gannan,47.9147,123.5031,11.77,45,100,2.7,CN,1680378140
261,anloga,5.7947,0.8973,28.19,78,91,5.2,GH,1680378140
262,lorengau,-2.0226,147.2712,26.71,79,99,1.61,PG,1680378140
263,krasnyy,54.5678,31.4333,6.7,94,100,3.79,RU,1680378141
264,khakhea,-24.6895,23.494,25.71,36,94,4.02,BW,1680378141
265,sola,-13.8833,167.55,28.15,70,99,4.25,VU,1680378141
266,bonavista,48.6499,-53.1147,0.8,81,51,1.6,CA,1680378142
267,cabo san lucas,22.8909,-109.9124,31.61,55,40,3.09,MX,1680378117
268,santa maria da vitoria,-13.3947,-44.1886,32.44,29,8,1.11,BR,1680378142
269,bengkulu,-3.8004,102.2655,23.31,89,100,1.82,ID,1680377857
270,samarai,-10.6167,150.6667,27.49,77,100,3.39,PG,1680378142
271,dafeng,23.4517,108.5881,22.4,98,100,2.49,CN,1680378143
272,ponta do sol,32.6667,-17.1,22.06,67,1,3.81,PT,1680378143
273,regeneracao,-6.2378,-42.6883,25.94,65,100,0.76,BR,1680378143
274,san cristobal,7.7669,-72.225,19.1,86,100,1.9,VE,1680378143
275,uberaba,-19.7483,-47.9319,29.32,48,75,3.6,BR,1680378143
276,ojuelos de jalisco,21.8667,-101.5833,28.05,19,92,3.58,MX,1680378144
277,bud,39.447,-86.1758,5.48,79,100,9.13,US,1680378144
278,medicine hat,50.0501,-110.6683,9.01,51,75,9.77,CA,1680378121
279,virginia beach,36.8529,-75.978,25.01,66,100,10.8,US,1680378144
280,arrifes,37.7667,-25.7,17.14,82,20,7.2,PT,1680378144
281,cascais,38.6979,-9.4215,17.51,89,75,7.15,PT,1680378145
282,namie,37.4833,141.0,8.88,85,100,3.1,JP,1680378145
283,korla,41.7597,86.1469,6.35,18,0,3.71,CN,1680378145
284,tocopilla,-22.092,-70.1979,23.69,76,17,2.53,CL,1680378113
285,carnarvon,-24.8667,113.6333,24.04,77,76,5.46,AU,1680378146
286,samana,19.2056,-69.3369,31.12,58,20,5.66,DO,1680378146
287,vallenar,-28.5708,-70.7581,28.92,39,47,4.35,CL,1680378147
288,workington,54.6425,-3.5441,7.68,86,99,1.34,GB,1680378147
289,bath,51.3779,-2.3591,11.08,78,98,4.25,GB,1680378147
290,lake cowichan,48.825,-124.0546,8.36,81,82,3.39,CA,1680378052
291,cherskiy,68.75,161.3,-32.69,100,100,1.8,RU,1680378147
292,mahebourg,-20.4081,57.7,26.25,83,20,3.09,MU,1680378147
293,harper,4.375,-7.7169,26.63,85,45,2.74,LR,1680378148
294,ilulissat,69.2167,-51.1,-11.99,72,20,2.57,GL,1680378148
295,naryan-mar,67.6713,53.087,-13.46,98,93,3.19,RU,1680378148
296,broken hill,-31.95,141.4333,10.36,54,0,4.23,AU,1680378148
297,talnakh,69.4865,88.3972,-8.77,94,100,8.84,RU,1680378043
298,gorom-gorom,14.4439,-0.2361,31.33,7,87,4.04,BF,1680378149
299,pestretsy,55.7531,49.6545,2.08,82,100,2.24,RU,1680378149
300,kisii,-0.6817,34.7667,15.29,97,100,0.69,KE,1680378150
301,port-gentil,-0.7193,8.7815,25.98,94,40,1.03,GA,1680378150
302,thinadhoo,0.5333,72.9333,27.53,76,94,2.07,MV,1680378150
303,patamundai,20.5667,86.5667,24.31,84,72,1.83,IN,1680378150
304,magadan,59.5667,150.8,-3.59,97,99,2.32,RU,1680378150
305,nova serrana,-19.8761,-44.9836,26.08,70,100,1.59,BR,1680378150
306,moree,-29.4667,149.85,15.01,57,1,2.71,AU,1680378151
307,mayor pablo lagerenza,-19.9309,-60.7718,33.17,43,87,3.32,PY,1680378151
308,abu dhabi,24.4667,54.3667,23.06,74,20,5.14,AE,1680378135
309,mehamn,71.0357,27.8492,-2.03,69,100,11.32,NO,1680378151
310,lukovetskiy,64.2956,41.9211,-11.63,98,98,1.04,RU,1680378151
311,muros,42.7762,-9.0603,10.69,75,1,4.59,ES,1680378152
312,saint-pierre,-21.3393,55.4781,25.82,83,20,1.54,RE,1680378152
313,bodden town,19.2833,-81.25,29.0,70,20,4.63,KY,1680378152
314,puranpur,28.5167,80.15,17.85,76,7,0.79,IN,1680378152
315,tomari,47.7658,142.0683,-1.17,79,5,1.63,RU,1680378153
316,creel,27.75,-107.6333,19.72,13,100,6.7,MX,1680378153
317,aracruz,-19.8203,-40.2733,27.56,64,98,2.86,BR,1680378153
318,luan,46.3592,6.9759,4.35,90,100,0.54,CH,1680378154
319,vila velha,-20.3297,-40.2925,27.97,78,40,1.03,BR,1680378154
320,raudeberg,61.9875,5.1352,3.37,75,38,1.52,NO,1680378154
321,aleksandro-nevskiy,53.4751,40.2095,3.7,97,100,4.62,RU,1680378154
322,yalova,40.655,29.2769,17.52,67,30,4.04,TR,1680378155
323,belaya gora,68.5333,146.4167,-27.48,97,100,1.66,RU,1680378155
324,crib point,-38.35,145.2,11.69,91,63,1.74,AU,1680378155
325,iqaluit,63.7506,-68.5145,-12.15,72,75,2.57,CA,1680378155
326,port blair,11.6667,92.75,25.95,75,13,1.72,IN,1680378155
327,basak,6.7274,124.1512,22.63,91,100,0.71,PH,1680378156
328,halifax,44.6453,-63.5724,3.16,96,100,7.2,CA,1680378067
329,grass valley,39.2191,-121.0611,13.62,62,100,2.24,US,1680378156
330,cortez,37.3489,-108.5859,11.69,29,0,3.6,US,1680378156
331,ninghai,29.2892,121.4247,11.63,92,0,0.91,CN,1680378157
332,pisco,-13.7,-76.2167,25.03,78,0,3.6,PE,1680378157
333,san-pedro,4.7485,-6.6363,26.58,85,52,2.77,CI,1680378157
334,chokwe,-24.5333,32.9833,21.72,93,0,2.39,MZ,1680378157
335,lachhmangarh,27.8214,75.0251,22.82,45,0,2.66,IN,1680378158
336,champerico,14.3,-91.9167,35.3,60,99,5.99,GT,1680378158
337,kloulklubed,7.0419,134.2556,23.28,73,100,2.1,PW,1680378158
338,hualmay,-11.0964,-77.6139,25.87,76,100,4.29,PE,1680378158
339,villa carlos paz,-31.4241,-64.4978,23.92,30,11,8.49,AR,1680378158
340,lompoc,34.6391,-120.4579,20.38,64,0,9.39,US,1680378159
341,chirongui,-12.9319,45.1483,28.96,74,100,5.6,YT,1680378159
342,kapit,2.0167,112.9333,22.01,99,100,0.6,MY,1680378159
343,verkhoyansk,67.5447,133.385,-33.14,100,94,1.5,RU,1680378159
344,whitehorse,60.7161,-135.0538,1.01,79,100,4.12,CA,1680378160
345,takoradi,4.8845,-1.7554,27.16,82,19,3.56,GH,1680378160
346,kantang,7.4054,99.5156,23.69,84,36,1.52,TH,1680378160
347,tucuma,-0.1833,-50.05,26.62,79,93,3.83,BR,1680378160
348,los llanos de aridane,28.6585,-17.9182,18.86,78,0,6.69,ES,1680377866
349,nome,64.5011,-165.4064,-1.58,100,100,6.69,US,1680378160
350,kodiak,57.79,-152.4072,2.73,44,0,11.83,US,1680378161
351,san felipe,10.3399,-68.7425,27.01,67,96,3.85,VE,1680378161
352,san patricio,28.017,-97.5169,31.2,52,98,5.77,US,1680378161
353,chifeng,42.2683,118.9636,9.43,57,49,3.06,CN,1680378161
354,talaya,61.3833,152.75,-15.35,96,69,1.83,RU,1680378161
355,guiyang,26.5833,106.7167,18.27,77,100,5.0,CN,1680378162
356,kingman,35.1894,-114.053,20.3,21,0,1.54,US,1680378162
357,lingao,19.9103,109.6859,23.29,92,1,3.27,CN,1680378162
358,port hardy,50.6996,-127.4199,6.0,93,75,2.06,CA,1680378162
359,qaqortoq,60.7167,-46.0333,-2.51,81,79,2.54,GL,1680377991
360,novikovo,51.1537,37.8879,4.06,97,100,3.6,RU,1680378162
361,phirangipuram,16.3,80.2667,26.11,89,56,3.14,IN,1680378163
362,chodavaram,17.8333,82.95,25.91,85,8,1.35,IN,1680378163
363,ostrovnoy,68.0531,39.5131,-7.21,86,81,3.66,RU,1680378163
364,viedma,-40.8135,-62.9967,23.74,21,91,8.62,AR,1680378163
365,tosagua,-0.7833,-80.25,30.88,65,100,3.19,EC,1680378163
366,grand gaube,-20.0064,57.6608,26.32,74,8,1.34,MU,1680378163
367,antsohihy,-14.8796,47.9875,24.23,93,100,1.44,MG,1680378164
